customer_id,month,total_revenue,total_orders,total_units,avg_order_value
CUST0072,2024-01,3706.88,1,2,3706.88
CUST0072,2024-03,1700.35,1,2,1700.35
CUST0072,2025-04,5882.31,1,5,5882.31
CUST0072,2025-06,5890.43,1,4,5890.43
CUST0072,2025-12,6517.88,1,4,6517.88
CUST0073,2024-02,4348.68,1,5,4348.68
CUST0073,2024-06,1969.71,1,2,1969.71
CUST0073,2024-10,6982.6,1,5,6982.6
CUST0073,2025-03,1367.13,1,3,1367.13
CUST0073,2025-05,1022.16,1,1,1022.16
CUST0073,2025-11,4955.35,1,5,4955.35
CUST0073,2025-12,300.78,1,3,300.78
CUST0074,2023-05,8437.77,2,5,4218.89
CUST0074,2023-12,2896.8,1,3,2896.8
CUST0074,2024-04,4368.72,1,3,4368.72
CUST0074,2024-05,5657.36,1,3,5657.36
CUST0076,2023-06,4946.37,1,4,4946.37
CUST0076,2023-08,585.78,1,1,585.78
CUST0076,2023-12,2168.86,1,2,2168.86
CUST0076,2024-09,3572.62,1,4,3572.62
CUST0076,2025-02,2074.18,1,2,2074.18
CUST0076,2025-05,190.04,1,4,190.04
CUST0076,2025-10,1530.16,1,4,1530.16
CUST0076,2025-11,9331.1,1,5,9331.1
CUST0077,2023-08,1339.51,2,5,669.75
CUST0077,2023-11,8134.25,1,5,8134.25
CUST0077,2025-01,1332.83,1,3,1332.83
CUST0077,2025-03,1632.6,1,3,1632.6
CUST0077,2025-09,13466.35,2,10,6733.17
CUST0077,2025-10,1632.16,1,2,1632.16
CUST0079,2023-09,6194.2,1,5,6194.2
CUST0079,2023-11,697.57,1,4,697.57
CUST0079,2024-04,269.71,1,1,269.71
CUST0079,2024-05,1153.28,1,2,1153.28
CUST0079,2024-07,5276.29,2,7,2638.14
CUST0079,2025-05,4218.9,1,3,4218.9
CUST0079,2025-09,6641.36,1,4,6641.36
CUST0080,2023-01,2035.96,1,4,2035.96
CUST0080,2023-07,1169.84,1,2,1169.84
CUST0080,2023-08,5693.04,1,3,5693.04
CUST0080,2025-02,3211.89,1,5,3211.89
CUST0081,2023-08,1053.68,1,2,1053.68
CUST0081,2023-09,5123.67,1,3,5123.67
CUST0081,2023-11,4889.12,1,4,4889.12
CUST0081,2023-12,3805.34,1,4,3805.34
CUST0081,2024-07,1076.45,1,1,1076.45
CUST0081,2024-09,151.43,1,1,151.43
CUST0081,2024-10,4442.92,1,5,4442.92
CUST0081,2024-12,3019.4,1,5,3019.4
CUST0081,2025-05,7235.55,1,5,7235.55
CUST0081,2025-10,5598.0,1,5,5598.0
CUST0081,2025-12,1291.97,1,1,1291.97
CUST0082,2023-04,1194.36,1,2,1194.36
CUST0082,2023-09,237.86,1,1,237.86
CUST0082,2025-07,315.02,1,2,315.02
CUST0083,2023-06,11136.92,2,8,5568.46
CUST0083,2023-08,3952.83,1,3,3952.83
CUST0083,2024-04,13364.4,2,9,6682.2
CUST0083,2024-08,3625.17,2,6,1812.59
CUST0083,2024-10,7679.88,1,4,7679.88
CUST0083,2024-11,464.54,1,1,464.54
CUST0083,2025-04,2729.01,1,4,2729.01
CUST0083,2025-05,2817.2,2,5,1408.6
CUST0083,2025-08,337.98,1,1,337.98
CUST0084,2023-03,664.24,1,5,664.24
CUST0084,2025-01,1534.72,1,2,1534.72
CUST0085,2023-12,587.79,1,1,587.79
CUST0087,2023-02,590.51,1,1,590.51
CUST0087,2024-07,1369.01,1,1,1369.01
CUST0087,2025-04,1554.94,1,1,1554.94
CUST0087,2025-12,1717.72,1,2,1717.72
CUST0088,2023-04,908.95,1,1,908.95
CUST0089,2023-06,594.43,1,1,594.43
CUST0089,2025-10,1569.17,1,1,1569.17
CUST0090,2023-01,1061.49,1,1,1061.49
CUST0090,2023-07,842.45,1,5,842.45
CUST0090,2024-06,589.98,1,3,589.98
CUST0090,2024-07,1068.09,1,3,1068.09
CUST0090,2024-11,9309.2,1,5,9309.2
CUST0090,2025-09,5230.28,1,4,5230.28
CUST0090,2025-11,9525.2,1,5,9525.2
CUST0091,2023-07,2219.6,1,5,2219.6
CUST0091,2023-10,295.88,1,2,295.88
CUST0091,2024-02,2790.93,1,2,2790.93
CUST0091,2024-07,203.3,1,2,203.3
CUST0091,2025-08,1712.66,2,4,856.33
CUST0091,2025-09,583.39,1,1,583.39
CUST0092,2023-08,3590.12,1,2,3590.12
CUST0093,2023-01,1418.4,1,2,1418.4
CUST0093,2024-08,1986.79,1,4,1986.79
CUST0093,2025-07,1581.36,1,1,1581.36
CUST0093,2025-10,9279.5,1,5,9279.5
CUST0093,2025-12,2292.51,1,4,2292.51
CUST0094,2023-02,53.62,1,2,53.62
CUST0094,2023-11,5743.25,1,4,5743.25
CUST0094,2025-02,5119.11,1,3,5119.11
CUST0094,2025-04,7608.32,1,4,7608.32
CUST0095,2023-03,896.56,1,2,896.56
CUST0095,2023-07,5415.49,1,4,5415.49
CUST0095,2024-01,1314.5,1,5,1314.5
CUST0095,2024-06,2332.94,1,2,2332.94
CUST0095,2024-07,314.86,1,2,314.86
CUST0095,2025-05,563.28,1,4,563.28
CUST0096,2024-07,7384.96,1,4,7384.96
CUST0097,2024-01,197.6,1,1,197.6
CUST0097,2024-03,2150.88,1,2,2150.88
CUST0097,2024-10,446.05,1,1,446.05
CUST0097,2025-05,961.09,1,1,961.09
CUST0097,2025-07,1661.76,1,4,1661.76
CUST0097,2025-08,3526.17,1,3,3526.17
CUST0097,2025-10,1236.99,1,3,1236.99
CUST0098,2023-01,496.71,1,1,496.71
CUST0098,2024-09,157.51,1,1,157.51
CUST0098,2025-02,2321.46,1,4,2321.46
CUST0098,2025-10,2194.21,1,3,2194.21
CUST0098,2025-12,3204.24,1,2,3204.24
CUST0099,2023-01,330.24,1,2,330.24
CUST0099,2023-09,4210.05,1,3,4210.05
CUST0100,2023-10,5140.67,1,3,5140.67
CUST0100,2024-03,2792.04,1,2,2792.04
CUST0100,2024-07,2004.36,1,5,2004.36
CUST0100,2024-10,1979.14,1,2,1979.14
CUST0100,2024-12,542.34,1,1,542.34
CUST0101,2023-07,7832.8,2,6,3916.4
CUST0101,2024-02,111.42,1,1,111.42
CUST0101,2024-03,1163.39,1,1,1163.39
CUST0101,2024-08,1367.33,1,4,1367.33
CUST0101,2025-06,5125.36,2,7,2562.68
CUST0102,2023-10,4519.8,1,3,4519.8
CUST0102,2023-12,9823.93,2,6,4911.97
CUST0102,2024-11,1287.82,1,2,1287.82
CUST0102,2024-12,4835.1,1,3,4835.1
CUST0102,2025-02,2487.58,1,4,2487.58
CUST0102,2025-09,185.93,1,1,185.93
CUST0103,2023-02,2470.29,1,3,2470.29
CUST0103,2023-04,90.21,1,3,90.21
CUST0103,2023-06,3983.8,1,2,3983.8
CUST0103,2023-11,4223.66,1,3,4223.66
CUST0103,2025-05,3702.82,2,3,1851.41
CUST0103,2025-09,3200.5,1,3,3200.5
CUST0104,2023-04,2248.83,1,2,2248.83
CUST0104,2024-02,4331.67,1,3,4331.67
CUST0104,2024-04,1297.99,1,5,1297.99
CUST0104,2025-07,5117.65,1,4,5117.65
CUST0104,2025-11,4439.55,1,4,4439.55
CUST0105,2024-05,2431.0,1,2,2431.0
CUST0106,2024-01,1319.6,1,5,1319.6
CUST0106,2025-07,1818.04,1,1,1818.04
CUST0106,2025-09,1755.74,1,2,1755.74
CUST0107,2024-11,613.15,1,5,613.15
CUST0108,2023-08,7385.16,1,4,7385.16
CUST0108,2023-12,5513.15,1,4,5513.15
CUST0108,2024-02,2610.18,1,4,2610.18
CUST0108,2025-04,3201.98,1,3,3201.98
CUST0108,2025-12,5961.38,1,5,5961.38
CUST0109,2023-05,6922.91,3,5,2307.64
CUST0109,2024-02,380.62,1,2,380.62
CUST0109,2024-04,8185.9,1,5,8185.9
CUST0109,2024-11,1007.44,1,1,1007.44
CUST0109,2025-08,4571.32,2,10,2285.66
CUST0109,2025-09,7418.9,1,5,7418.9
CUST0109,2025-11,6301.66,1,4,6301.66
CUST0110,2023-04,1982.05,1,1,1982.05
CUST0110,2023-06,788.97,1,3,788.97
CUST0110,2024-03,1817.26,1,5,1817.26
CUST0110,2024-12,3573.0,2,3,1786.5
CUST0110,2025-09,5084.05,1,5,5084.05
CUST0110,2025-12,4694.4,1,3,4694.4
CUST0111,2024-03,3034.82,1,2,3034.82
CUST0111,2025-02,6703.64,1,4,6703.64
CUST0111,2025-07,182.02,1,2,182.02
CUST0112,2023-01,3766.06,1,3,3766.06
CUST0112,2024-07,1961.65,1,3,1961.65
CUST0112,2025-06,3038.7,1,2,3038.7
CUST0112,2025-12,441.18,1,1,441.18
CUST0113,2024-03,943.54,1,1,943.54
CUST0113,2024-04,559.55,1,2,559.55
CUST0113,2025-01,866.7,1,5,866.7
CUST0113,2025-10,849.34,1,2,849.34
CUST0113,2025-11,1209.14,1,1,1209.14
CUST0114,2023-09,5389.13,1,5,5389.13
CUST0114,2023-11,2855.85,1,3,2855.85
CUST0114,2024-10,6248.75,2,7,3124.38
CUST0114,2025-02,6677.81,1,5,6677.81
CUST0114,2025-04,8734.58,1,5,8734.58
CUST0114,2025-06,4504.2,1,3,4504.2
CUST0114,2025-08,332.69,1,1,332.69
CUST0114,2025-09,645.23,1,1,645.23
CUST0115,2023-08,613.61,1,3,613.61
CUST0115,2023-10,7559.3,1,5,7559.3
CUST0115,2023-12,560.42,1,1,560.42
CUST0115,2024-12,2569.23,1,5,2569.23
CUST0115,2025-01,53.1,1,2,53.1
CUST0115,2025-11,2814.88,2,5,1407.44
CUST0116,2023-06,7357.37,2,8,3678.69
CUST0116,2023-10,6763.89,1,4,6763.89
CUST0116,2024-08,5290.31,1,4,5290.31
CUST0116,2025-11,716.4,1,3,716.4
CUST0117,2023-07,252.58,1,5,252.58
CUST0117,2024-03,3453.72,1,5,3453.72
CUST0117,2024-07,7626.32,2,9,3813.16
CUST0117,2025-01,728.25,1,5,728.25
CUST0118,2023-11,4223.67,2,6,2111.84
CUST0120,2023-06,951.15,1,4,951.15
CUST0120,2025-02,2521.65,1,5,2521.65
CUST0121,2025-02,1751.83,1,1,1751.83
CUST0121,2025-06,2098.94,1,2,2098.94
CUST0122,2023-05,649.01,1,1,649.01
CUST0122,2023-06,7285.84,2,6,3642.92
CUST0122,2023-07,564.53,1,2,564.53
CUST0122,2024-04,4740.0,1,5,4740.0
CUST0122,2024-11,829.08,1,2,829.08
CUST0123,2023-02,1718.61,1,1,1718.61
CUST0123,2023-11,8093.5,1,5,8093.5
CUST0123,2024-01,2483.2,1,2,2483.2
CUST0123,2024-03,3237.95,1,5,3237.95
CUST0123,2024-07,4949.88,1,3,4949.88
CUST0123,2024-09,2939.0,1,4,2939.0
CUST0123,2025-06,680.59,1,1,680.59
CUST0123,2025-08,471.88,1,1,471.88
CUST0124,2023-01,1102.69,1,2,1102.69
CUST0124,2023-07,1083.99,1,1,1083.99
CUST0124,2023-10,889.9,2,2,444.95
CUST0124,2024-01,615.09,1,4,615.09
CUST0124,2025-11,1795.84,1,2,1795.84
CUST0125,2023-07,3794.31,1,3,3794.31
CUST0125,2023-12,3347.68,1,2,3347.68
CUST0125,2024-12,2170.26,1,2,2170.26
CUST0125,2025-02,1890.28,1,2,1890.28
CUST0126,2024-04,2780.03,1,3,2780.03
CUST0127,2023-10,4527.4,1,3,4527.4
CUST0127,2023-12,1584.32,1,2,1584.32
CUST0129,2023-10,7541.65,1,5,7541.65
CUST0129,2023-11,1252.68,1,1,1252.68
CUST0129,2025-07,619.84,1,1,619.84
CUST0129,2025-08,584.46,1,2,584.46
CUST0130,2023-02,1558.8,1,3,1558.8
CUST0130,2024-10,1141.14,1,2,1141.14
CUST0130,2024-11,6972.84,1,4,6972.84
CUST0130,2025-03,1024.76,1,5,1024.76
CUST0130,2025-10,1079.26,1,1,1079.26
CUST0131,2023-01,3186.87,1,5,3186.87
CUST0131,2024-03,6734.97,1,5,6734.97
CUST0131,2024-05,2683.6,1,5,2683.6
CUST0131,2024-07,3825.48,1,5,3825.48
CUST0131,2024-08,6072.48,1,5,6072.48
CUST0131,2024-09,470.5,1,3,470.5
CUST0131,2025-05,585.46,1,1,585.46
CUST0131,2025-06,3803.4,1,2,3803.4
CUST0132,2023-07,1263.38,1,5,1263.38
CUST0132,2024-07,2868.0,1,4,2868.0
CUST0132,2024-08,1769.62,1,4,1769.62
CUST0132,2025-08,1624.2,1,2,1624.2
CUST0133,2023-03,6237.41,1,5,6237.41
CUST0133,2023-07,2316.91,1,5,2316.91
CUST0133,2025-04,2208.98,1,2,2208.98
CUST0133,2025-08,8094.65,3,11,2698.22
CUST0133,2025-11,7519.69,1,5,7519.69
CUST0134,2023-08,2715.5,1,2,2715.5
CUST0134,2023-11,2896.29,1,3,2896.29
CUST0134,2024-05,6715.92,1,5,6715.92
CUST0134,2024-06,1723.31,1,3,1723.31
CUST0134,2024-08,1164.41,2,6,582.21
CUST0134,2025-05,2189.32,1,3,2189.32
CUST0134,2025-09,5279.72,1,4,5279.72
CUST0134,2025-10,572.42,1,1,572.42
CUST0135,2024-12,7185.24,1,4,7185.24
CUST0135,2025-12,2189.91,1,3,2189.91
CUST0136,2023-05,1814.15,1,1,1814.15
CUST0136,2023-07,2123.33,1,2,2123.33
CUST0136,2023-08,4752.66,1,3,4752.66
CUST0136,2024-04,9135.7,1,5,9135.7
CUST0136,2024-07,179.37,1,2,179.37
CUST0137,2023-12,118.4,1,4,118.4
CUST0137,2024-06,2765.96,1,3,2765.96
CUST0137,2024-07,7579.85,1,5,7579.85
CUST0137,2024-09,2499.2,1,2,2499.2
CUST0137,2024-12,5409.92,1,4,5409.92
CUST0137,2025-06,1525.66,1,3,1525.66
